PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Latorre-Rey, L. J.; Wintterle, S.; Duetting, S. .; Kohlscheen, S.; Abel, T.; Schenk, F.; Wingert, S.; Rieger, M. A.; Nieswandt, B.; Heinz, N.; Modlich, U.								Targeting expression to megakaryocytes and platelets by lineage-specific lentiviral vectors								JOURNAL OF THROMBOSIS AND HAEMOSTASIS				15	2			341	355		10.1111/jth.13582			FEB 2017	2017										2							WOS:000393975800016		
J	Goldstein, Oron; Meyer, Karin; Greenshpan, Yariv; Bujanover, Nir; Feigin, Mili; Ner-Gaon, Hadas; Shay, Tal; Gazit, Roi								Mapping Whole-Transcriptome Splicing in Mouse Hematopoietic Stem Cells								STEM CELL REPORTS				8	1			163	176		10.1016/j.stemcr.2016.12.002			JAN 10 2017	2017										1							WOS:000396354800014		
J	Cantor, David J.; David, Gregory								The chromatin-associated Sin3B protein is required for hematopoietic stem cell functions in mice								BLOOD				129	1			60	70		10.1182/blood-2016-06721746.			JAN 5 2017	2017										5							WOS:000396527300013		
J	Hamed, Mohamed; Trumm, Johannes; Spaniol, Christian; Sethi, Riccha; Irhimeh, Mohammad R.; Fuellen, Georg; Paulsen, Martina; Helms, Volkhard								Linking Hematopoietic Differentiation to Co-Expressed Sets of Pluripotency-Associated and Imprinted Genes and to Regulatory microRNA-Transcription Factor Motifs								PLOS ONE				12	1					e0166852	10.1371/journal.pone.0166852			JAN 4 2017	2017										3							WOS:000391621500006		
J	Borisov, Nicolas; Suntsova, Maria; Sorokin, Maxim; Garazha, Andrew; Kovalchuk, Olga; Aliper, Alexander; Ilnitskaya, Elena; Lezhnina, Ksenia; Korzinkin, Mikhail; Tkachev, Victor; Saenko, Vyacheslav; Saenko, Yury; Sokov, Dmitry G.; Gaifullin, Nurshat M.; Kashintsev, Kirill; Shirokorad, Valery; Shabalina, Irina; Zhavoronkov, Alex; Mishra, Bhubaneswar; Cantor, Charles R.; Buzdin, Anton								Data aggregation at the level of molecular pathways improves stability of experimental transcriptomic and proteomic data								CELL CYCLE				16	19			1810	1823		10.1080/15384101.2017.1361068			2017	2017										12							WOS:000413985900016		
J	Yu Dongmei; Guo Wei; Lei Wen; Ge Yaoyao; Chen Yucong; Gao Xiangdong; Yao Wenbing								Advances of lncRNA in immune cells and autoimmune diseases								JOURNAL OF CHINA PHARMACEUTICAL UNIVERSITY				48	3			371	376		10.11665/j.issn.10005048.20170319			2017	2017										0							WOS:000408294600019		
J	Han, Tianxu; Yang, Chao-Shun; Chang, Kung-Yen; Zhang, Danhua; Imam, Farhad B.; Rana, Tariq M.								Identification of novel genes and networks governing hematopoietic stem cell development								EMBO REPORTS				17	12			1814	1828		10.15252/embr.201642395			DEC 2016	2016										2							WOS:000389329400018		
J	Farlik, Matthias; Halbritter, Florian; Mueller, Fabian; Choudry, Fizzah A.; Ebert, Peter; Klughammer, Johanna; Farrow, Samantha; Santoro, Antonella; Ciaurro, Valerio; Mathur, Anthony; Uppal, Rakesh; Stunnenberg, Hendrik G.; Ouwehand, Willem H.; Laurenti, Elisa; Lengauer, Thomas; Frontini, Mattia; Bock, Christoph								DNA Methylation Dynamics of Human Hematopoietic Stem Cell Differentiation								CELL STEM CELL				19	6			808	822		10.1016/j.stem.2016.10.019			DEC 1 2016	2016										63							WOS:000389474900017		
J	Cheng, Hui; Ang, Heather Yin-Kuan; EL Farran, Chadi A.; Li, Pin; Fang, Hai Tong; Liu, Tong Ming; Kong, Say Li; Chin, Michael Lingzi; Ling, Wei Yin; Lim, Edwin Kok Hao; Li, Hu; Huber, Tara; Loh, Kyle M.; Loh, Yuin-Han; Lim, Bing								Reprogramming mouse fibroblasts into engraftable myeloerythroid and lymphoid progenitors								NATURE COMMUNICATIONS				7						13396	10.1038/ncomms13396			NOV 21 2016	2016										8							WOS:000388078400001		
J	Goloviznina, Natalya A.; Verghese, Santhosh Chakkaramakkil; Yoon, Young Me; Taratula, Oleh; Marks, Daniel L.; Kurre, Peter								Mesenchymal Stromal Cell-derived Extracellular Vesicles Promote Myeloid-biased Multipotent Hematopoietic Progenitor Expansion via Toll-Like Receptor Engagement								JOURNAL OF BIOLOGICAL CHEMISTRY				291	47			24607	24617		10.1074/jbc.M116.745653			NOV 18 2016	2016										16							WOS:000388875500022		
J	Pollard, Steven M.								Quantitative stem cell biology: the threat and the glory								DEVELOPMENT				143	22			4097	4100		10.1242/dev.140541			NOV 15 2016	2016										0							WOS:000393453300002		
J	Kovtonyuk, Larisa V.; Fritsch, Kristin; Feng, Xiaomin; Manz, Markus G.; Takizawa, Hitoshi								Inflamm-Aging of Hematopoiesis, Hematopoietic Stem Cells, and the Bone Marrow Microenvironment								FRONTIERS IN IMMUNOLOGY				7						502	10.3389/fimmu.2016.00502			NOV 14 2016	2016										70							WOS:000387920900001		
J	Janss, Thibaut; Mesnil, Claire; Pirottin, Dimitri; Lemaitre, Pierre; Marichal, Thomas; Bureau, Fabrice; Desmet, Christophe J.								Interferon response factor-3 promotes the pro-Th2 activity of mouse lung CD11b(+) conventional dendritic cells in response to house dust mite allergens								EUROPEAN JOURNAL OF IMMUNOLOGY				46	11			2614	2628		10.1002/eji.201646513			NOV 2016	2016										6							WOS:000392940100015		
J	Diener, Yvonne; Bosio, Andreas; Bissels, Ute								Delivery of RNA-based molecules to human hematopoietic stem and progenitor cells for modulation of gene expression								EXPERIMENTAL HEMATOLOGY				44	11			991	1001		10.1016/j.exphem.2016.08.004			NOV 2016	2016										1							WOS:000386412200001		
J	Benetatos, Leonidas; Vartholomatos, Georgios								On the potential role of DNMT1 in acute myeloid leukemia and myelodysplastic syndromes: not another mutated epigenetic driver								ANNALS OF HEMATOLOGY				95	10			1571	1582		10.1007/s00277-016-2636-8			OCT 2016	2016										9							WOS:000387352800001		
J	Young, Kira; Borikar, Sneha; Bell, Rebecca; Kuffler, Lauren; Philip, Vivek; Trowbridge, Jennifer J.								Progressive alterations in multipotent hematopoietic progenitors underlie lymphoid cell loss in aging								JOURNAL OF EXPERIMENTAL MEDICINE				213	11			2259	2267		10.1084/jem.20160168			OCT 2016	2016										19							WOS:000391121300003		
J	Sawai, Catherine M.; Babovic, Sonja; Upadhaya, Samik; Knapp, David J. H. F.; Lavin, Yonit; Lau, Colleen M.; Goloborodko, Anton; Feng, Jue; Fujisaki, Joji; Ding, Lei; Mirny, Leonid A.; Merad, Miriam; Eaves, Connie J.; Reizis, Boris								Hematopoietic Stem Cells Are the Major Source of Multilineage Hematopoiesis in Adult Animals								IMMUNITY				45	3			597	609		10.1016/j.immuni.2016.08.007			SEP 20 2016	2016										116							WOS:000388454300016		
J	Wang, Leo D.; Ficarro, Scott B.; Hutchinson, John N.; Csepanyi-Komi, Roland; Nguyen, Phi T.; Wisniewski, Eva; Sullivan, Jessica; Hofmann, Oliver; Ligeti, Erzsebet; Marto, Jarrod A.; Wagers, Amy J.								Phosphoproteomic profiling of mouse primary HSPCs reveals new regulators of HSPC mobilization								BLOOD				128	11			1465	1474		10.1182/blood-2016-05-711424			SEP 15 2016	2016										6							WOS:000385733200005		
J	Rossnagl, Stephanie; Altrock, Eva; Sens, Carla; Kraft, Sabrina; Rau, Katrin; Milsom, Michael D.; Giese, Thomas; Samstag, Yvonne; Nakchbandi, Inaam A.								EDA-Fibronectin Originating from Osteoblasts Inhibits the Immune Response against Cancer								PLOS BIOLOGY				14	9					e1002562	10.1371/journal.pbio.1002562			SEP 2016	2016										5							WOS:000386128900018		
J	Nestorowa, Sonia; Hamey, Fiona K.; Sala, Blanca Pijuan; Diamanti, Evangelia; Shepherd, Mairi; Laurenti, Elisa; Wilson, Nicola K.; Kent, David G.; Gottgens, Berthold								A single-cell resolution map of mouse hematopoietic stem and progenitor cell differentiation								BLOOD				128	8			E20	E31		10.1182/blood-2016-05-716480			AUG 25 2016	2016										108							WOS:000383832900001		
J	Goncalves, Kevin A.; Silberstein, Lev; Li, Shuping; Severe, Nicolas; Hu, Miaofen G.; Yang, Hailing; Scadden, David T.; Hu, Guo-fu								Angiogenin Promotes Hematopoietic Regeneration by Dichotomously Regulating Quiescence of Stem and Progenitor Cells								CELL				166	4			894	906		10.1016/j.cell.2016.06.042			AUG 11 2016	2016										46							WOS:000382258700013		
J	Busch, Katrin; Rodewald, Hans-Reimer								Unperturbed vs. post-transplantation hematopoiesis: both in vivo but different								CURRENT OPINION IN HEMATOLOGY				23	4			295	303		10.1097/MOH.0000000000000250			JUL 2016	2016										11							WOS:000378017500001		
J	Behrens, Kira; Triviai, Ioanna; Schwieger, Maike; Tekin, Nilgun; Alawi, Malik; Spohn, Michael; Indenbirken, Daniela; Ziegler, Marion; Muller, Ursula; Alexander, Warren S.; Stocking, Carol								Runx1 downregulates stem cell and megakaryocytic transcription programs that support niche interactions								BLOOD				127	26			3369	3381		10.1182/blood-2015-09-668129			JUN 30 2016	2016										15							WOS:000379248500013		
J	Wilson, Michael; Tsakraklides, Vasiliki; Minh Tran; Xiao, Ying-Yi; Zhang, Yi; Perkins, Archibald S.								EVI1 Interferes with Myeloid Maturation via Transcriptional Repression of Cebpa, via Binding to Two Far Downstream Regulatory Elements								JOURNAL OF BIOLOGICAL CHEMISTRY				291	26			13591	13607		10.1074/jbc.M115.708156			JUN 24 2016	2016										4							WOS:000379771100017		
J	Kokkaliaris, Konstantinos D.; Lucas, Daniel; Beeman, Isabel; Kent, David G.; Perie, Leila								Understanding hematopoiesis from a single-cell standpoint								EXPERIMENTAL HEMATOLOGY				44	6			447	450		10.1016/j.exphem.2016.03.003			JUN 2016	2016										2							WOS:000376055200003		
J	Pietras, Eric M.; Mirantes-Barbeito, Cristina; Fong, Sarah; Loeffler, Dirk; Kovtonyuk, Larisa V.; Zhang, SiYi; Lakshminarasimhan, Ranjani; Chin, Chih Peng; Techner, Jose-Marc; Will, Britta; Nerlov, Claus; Steidl, Ulrich; Manz, Markus G.; Schroeder, Timm; Passegue, Emmanuelle								Chronic interleukin-1 exposure drives haematopoietic stem cells towards precocious myeloid differentiation at the expense of self-renewal								NATURE CELL BIOLOGY				18	6			607	+		10.1038/ncb3346			JUN 2016	2016										118							WOS:000376750100007		
J	Zhou, Fan; Li, Xianlong; Wang, Weili; Zhu, Ping; Zhou, Jie; He, Wenyan; Ding, Meng; Xiong, Fuyin; Zheng, Xiaona; Li, Zhuan; Ni, Yanli; Mu, Xiaohuan; Wen, Lu; Cheng, Tao; Lan, Yu; Yuan, Weiping; Tang, Fuchou; Liu, Bing								Tracing haematopoietic stem cell formation at single-cell resolution								NATURE				533	7604			487	+		10.1038/nature17997			MAY 26 2016	2016										98							WOS:000376443100031		
J	Belle, J. I.; Petrov, J. C.; Langlais, D.; Robert, F.; Cencic, R.; Shen, S.; Pelletier, J.; Gros, P.; Nijnik, A.								Repression of p53-target gene Bbc3/PUMA by MYSM1 is essential for the survival of hematopoietic multipotent progenitors and contributes to stem cell maintenance								CELL DEATH AND DIFFERENTIATION				23	5			759	775		10.1038/cdd.2015.140			MAY 2016	2016										28							WOS:000374127500004		
J	Mehta, Arnav; Baltimore, David								MicroRNAs as regulatory elements in immune system logic								NATURE REVIEWS IMMUNOLOGY				16	5			279	294		10.1038/nri.2016.40			MAY 2016	2016										190							WOS:000374985400008		
J	Goodman, Steven R.; Pace, Betty S.; Hansen, Kirk C.; D'alessandro, Angelo; Xia, Yang; Daescu, Ovidiu; Glatt, Stephen J.								Multiomic candidate biomarkers for clinical manifestations of sickle cell severity: Early steps to precision medicine								EXPERIMENTAL BIOLOGY AND MEDICINE				241	7			772	781		10.1177/1535370216640150			APR 2016	2016										7							WOS:000374291600013		
J	Riedel, Simone S.; Haladyna, Jessica N.; Bezzant, Matthew; Stevens, Brett; Polyea, Daniel A.; Sinha, Amit U.; Armstrong, Scott A.; Wei, Qi; Pollock, Roy M.; Daigle, Scott R.; Jordan, Craig T.; Ernst, Patricia; Neff, Tobias; Bernt, Kathrin M.								MLL1 and DOT1L cooperate with meningioma-1 to induce acute myeloid leukemia								JOURNAL OF CLINICAL INVESTIGATION				126	4			1438	1450		10.1172/JCI80825			APR 2016	2016										13							WOS:000373522300032		
J	Schulze, Isabell; Rohde, Christian; Scheller-Wendorff, Marina; Baeumer, Nicole; Krause, Annika; Herbst, Friederike; Riemke, Pia; Hebestreit, Katja; Tschanter, Petra; Lin, Qiong; Linhart, Heinz; Godley, Lucy A.; Glimm, Hanno; Dugas, Martin; Wagner, Wolfgang; Berdel, Wolfgang E.; Rosenbauer, Frank; Mueller-Tidow, Carsten								Increased DNA methylation of Dnmt3b targets impairs leukemogenesis								BLOOD				127	12			1575	1586		10.1182/blood-2015-07-655928			MAR 24 2016	2016										15							WOS:000373505600013		
J	Holmfeldt, Per; Ganuza, Miguel; Marathe, Himangi; He, Bing; Hall, Trent; Kang, Guolian; Moen, Joseph; Pardieck, Jennifer; Saulsberry, Angelica C.; Cico, Alba; Gaut, Ludovic; McGoldrick, Daniel; Finkelstein, David; Tan, Kai; McKinney-Freeman, Shannon								Functional screen identifies regulators of murine hematopoietic stem cell repopulation								JOURNAL OF EXPERIMENTAL MEDICINE				213	3			433	449		10.1084/jem.20150806			MAR 7 2016	2016										32							WOS:000373390300010		
J	Oakes, Christopher C.; Seifert, Marc; Assenovl, Yassen; Gu, Lei; Przekopowitz, Martina; Ruppert, Amy S.; Wang, Qi; Imbusch, Charles D.; Serva, Andrius; Koser, Sandra D.; Brocks, David; Lipka, Daniel B.; Bogatyrova, Olga; Weichenhan, Dieter; Brors, Benedikt; Rassenti, Laura; Kipp, Thomas J.; Mertens, Daniel; Zapatka, Marc; Lichter, Peter; Doehner, Hartmut; Kueppers, Ralf; Zenz, Thorsten; Stilgenbauer, Stephan; Byrd, John C.; Plass, Christoph								DNA methylation dynamics during B cell maturation underlie a continuum of disease phenotypes in chronic lymphocytic leukemia								NATURE GENETICS				48	3			253	264		10.1038/ng.3488			MAR 2016	2016										100							WOS:000370902600009		
J	Wilhelm, Thomas; Lipka, Daniel B.; Witte, Tania; Wierzbinska, Justyna A.; Fluhr, Silvia; Helf, Monika; Muecke, Oliver; Claus, Rainer; Konermann, Carolin; Noellke, Peter; Niemeyer, Charlotte M.; Flotho, Christian; Plass, Christoph								Epigenetic silencing of AKAP12 in juvenile myelomonocytic leukemia								EPIGENETICS				11	2			110	119		10.1080/15592294.2016.1145327			FEB 1 2016	2016										13							WOS:000373925400002		
J	Flores-Figueroa, Eugenia; Essers, Marieke; Bowman, Teresa V.								Hematopoiesis "awakens": Evolving technologies, the force behind them								EXPERIMENTAL HEMATOLOGY				44	2			101	105		10.1016/j.exphem.2015.10.006			FEB 2016	2016										1							WOS:000369469700003		
J	Cabezas-Wallscheid, Nina; Trumpp, Andreas								Potency finds its niches								SCIENCE				351	6269			126	127		10.1126/science.aae0325			JAN 8 2016	2016										2							WOS:000367806500017		
J	Saunthararajah, Y.								Critical Updates to the Leukemia Stem Cell Model								CANCER STEM CELLS: TARGETING THE ROOTS OF CANCER, SEEDS OF METASTASIS, AND SOURCES OF THERAPY RESISTANCE								101	119		10.1016/B978-0-12-803892-5.00004-8			2016	2016										0							WOS:000403274400007		
J	Vedi, Aditi; Santoro, Antonella; Dunant, Cyrille F.; Dick, John E.; Laurenti, Elisa								Molecular landscapes of human hematopoietic stem cells in health and leukemia								Annals of the New York Academy of Sciences				1370				5	14		10.1111/nyas.12981			2016	2016						9th Hematopoietic Stem Cells Conference	APR, 2015		Univ Tubingen, Tubingen, GERMANY	14							WOS:000379402600001		
J	Castrillo, Juan I.; Oliver, Stephen G.								Alzheimer's as a Systems-Level Disease Involving the Interplay of Multiple Cellular Networks								Methods in Molecular Biology				1303				3	48		10.1007/978-1-4939-2627-5_1			2016	2016										13							WOS:000370127800002		
J	Moylan, C. A.; Murphy, S. K.								DNA Methylation: Basic Principles								Translational Epigenetics Series								11	31		10.1016/B978-0-12-803239-8.00002-8			2016	2016										0							WOS:000462130000003		
J	Zheng, Xiaobin; Yue, Sibiao; Chen, Haiyang; Weber, Blake; Jia, Junling; Zheng, Yixian								Low-Cell-Number Epigenome Profiling Aids the Study of Lens Aging and Hematopoiesis								CELL REPORTS				13	7			1505	1518		10.1016/j.celrep.2015.10.004			NOV 17 2015	2015										18							WOS:000364990700021		
J	Zhang, Li; Ngoc-Tung Tran; Su, Hairui; Wang, Rui; Lu, Yuheng; Tang, Haiping; Aoyagi, Sayura; Guo, Ailan; Khodadadi-Jamayran, Alireza; Zhou, Dewang; Qian, Kun; Hricik, Todd; Cote, Jocelyn; Han, Xiaosi; Zhou, Wenping; Laha, Suparna; Abdel-Wahab, Omar; Levine, Ross L.; Raffel, Glen; Liu, Yanyan; Chen, Dongquan; Li, Haitao; Townes, Tim; Wang, Hengbin; Deng, Haiteng; Zheng, Y. George; Leslie, Christina; Luo, Minkuo; Zhao, Xinyang								Cross-talk between PRMT1-mediated methylation and ubiquitylation on RBM15 controls RNA splicing								ELIFE				4						e07938	10.7554/eLife.07938			NOV 17 2015	2015										0							WOS:000373850400001		
J	Zhang, Li; Ngoc-Tung Tran; Su, Hairui; Wang, Rui; Lu, Yuheng; Tang, Haiping; Aoyagi, Sayura; Guo, Ailan; Khodadadi-Jamayran, Alireza; Zhou, Dewang; Qian, Kun; Hricik, Todd; Cote, Jocelyn; Han, Xiaosi; Zhou, Wenping; Laha, Suparna; Abdel-Wahab, Omar; Levine, Ross L.; Raffel, Glen; Liu, Yanyan; Chen, Dongquan; Li, Haitao; Townes, Tim; Wang, Hengbin; Deng, Haiteng; Zheng, Y. George; Leslie, Christina; Luo, Minkui; Zhao, Xinyang								Cross-talk between PRMT1-mediated methylation and ubiquitylation on RBM15 controls RNA splicing								ELIFE				4						e07938	10.7554/eLife.07938			NOV 17 2015	2015										0							WOS:000448353600001		
J	Manesia, Javed K.; Xu, Zhuofei; Broekaert, Dorien; Boon, Ruben; van Vliet, Alex; Eelen, Guy; Vanwelden, Thomas; Stegen, Steve; Van Gastel, Nick; Pascual-Montano, Alberto; Fendt, Sarah-Maria; Carmeliet, Geert; Carmeliet, Peter; Khurana, Satish; Verfaillie, Catherine M.								Highly proliferative primitive fetal liver hematopoietic stem cells are fueled by oxidative metabolic pathways								STEM CELL RESEARCH				15	3			715	721		10.1016/j.scr.2015.11.001			NOV 2015	2015										19							WOS:000369036400034		
J	Tallmadge, Rebecca L.; Shen, Lishuang; Tseng, Chia T.; Miller, Steven C.; Barry, Jay; Felippe, M. Julia B.								Bone marrow transcriptome and epigenome profiles of equine common variable immunodeficiency patients unveil block of B lymphocyte differentiation								CLINICAL IMMUNOLOGY				160	2			261	276		10.1016/j.clim.2015.05.005			OCT 2015	2015										8							WOS:000362151500015		
J	Haas, Simon; Hansson, Jenny; Klimmeck, Daniel; Loeffler, Dirk; Velten, Lars; Uckelmann, Hannah; Wurzer, Stephan; Prendergast, Aine M.; Schnell, Alexandra; Hexel, Klaus; Santarella-Mellwig, Rachel; Blaszkiewicz, Sandra; Kuck, Andrea; Geiger, Hartmut; Milsom, Michael D.; Steinmetz, Lars M.; Schroeder, Timm; Trumpp, Andreas; Krijgsveld, Jeroen; Essers, Marieke A. G.								Inflammation-Induced Emergency Megakaryopoiesis Driven by Hematopoietic Stem Cell-like Megakaryocyte Progenitors								CELL STEM CELL				17	4			422	434		10.1016/j.stem.2015.07.007			OCT 1 2015	2015										114							WOS:000365693800009		
J	Yamashita, Masayuki; Nitta, Eriko; Suda, Toshio								Aspp1 Preserves Hematopoietic Stem Cell Pool Integrity and Prevents Malignant Transformation								CELL STEM CELL				17	1			23	34		10.1016/j.stem.2015.05.013			JUL 2 2015	2015										15							WOS:000361877600006		
J	Pietras, Eric M.; Reynaud, Damien; Kang, Yoon-A.; Carlin, Daniel; Calero-Nieto, Fernando J.; Leavitt, Andrew D.; Stuart, Joshua M.; Goettgens, Berthold; Passegue, Emmanuelle								Functionally Distinct Subsets of Lineage-Biased Multipotent Progenitors Control Blood Production in Normal and Regenerative Conditions								CELL STEM CELL				17	1			35	46		10.1016/j.stem.2015.05.003			JUL 2 2015	2015										131							WOS:000361877600007		
J	Iancu-Rubin, Camelia; Hoffman, Ronald								Role of epigenetic reprogramming in hematopoietic stem cell function								CURRENT OPINION IN HEMATOLOGY				22	4			279	285		10.1097/MOH.0000000000000143			JUL 2015	2015										5							WOS:000369624900002		
J	Broxmeyer, Hal E.; O'Leary, Heather A.; Huang, Xinxin; Mantel, Charlie								The importance of hypoxia and extra physiologic oxygen shock/stress for collection and processing of stem and progenitor cells to understand true physiology/pathology of these cells ex vivo								CURRENT OPINION IN HEMATOLOGY				22	4			273	278		10.1097/MOH.0000000000000144			JUL 2015	2015										16							WOS:000369624900001		
J	Beerman, Isabel; Rossi, Derrick J.								Epigenetic Control of Stem Cell Potential during Homeostasis, Aging, and Disease								CELL STEM CELL				16	6			613	625		10.1016/j.stem.2015.05.009			JUN 4 2015	2015										64							WOS:000355932300011		
J	Benetatos, L.; Vartholomatos, G.								Imprinted genes in myeloid lineage commitment in normal and malignant hematopoiesis								LEUKEMIA				29	6			1233	1242		10.1038/leu.2015.47			JUN 2015	2015										2							WOS:000355615000002		
J	Schnoder, T. M.; Arreba-Tutusaus, P.; Griehl, I.; Bullinger, L.; Buschbeck, M.; Lane, S. W.; Dohner, K.; Plass, C.; Lipka, D. B.; Heidel, F. H.; Fischer, T.								Epo-induced erythroid maturation is dependent on Plc gamma 1 signaling								CELL DEATH AND DIFFERENTIATION				22	6			974	985		10.1038/cdd.2014.186			JUN 2015	2015										18							WOS:000353916700010		
J	Saunthararajah, Yogen								Targets of opportunity for precision medicine								BLOOD				125	20			3041	3042		10.1182/blood-2015-04-638270			MAY 14 2015	2015										0							WOS:000355689000003		
J	Dutta, Partha; Sager, Hendrik B.; Stengel, Kristy R.; Naxerova, Kamila; Courties, Gabriel; Saez, Borja; Silberstein, Lev; Heidt, Timo; Sebas, Matthew; Sun, Yuan; Wojtkiewicz, Gregory; Fumene Feruglio, Paolo; King, Kevin; Baker, Joshua N.; van der Laan, Anja M.; Borodovsky, Anna; Fitzgerald, Kevin; Hulsmans, Maarten; Hoyer, Friedrich; Iwamoto, Yoshiko; Vinegoni, Claudio; Brown, Dennis; Di Carli, Marcelo; Libby, Peter; Hiebert, Scott W.; Scadden, David T.; Swirski, Filip K.; Weissleder, Ralph; Nahrendorf, Matthias								Myocardial Infarction Activates CCR2(+) Hematopoietic Stem and Progenitor Cells								CELL STEM CELL				16	5			477	487		10.1016/j.stem.2015.04.008			MAY 7 2015	2015										77							WOS:000354188600009		
J	Goodell, Margaret A.; Hoang Nguyen; Shroyer, Noah								Somatic stem cell heterogeneity: diversity in the blood, skin and intestinal stem cell compartments								NATURE REVIEWS MOLECULAR CELL BIOLOGY				16	5			299	309		10.1038/nrm3980			MAY 2015	2015										68							WOS:000354152200008		
J	Eaves, Connie J.								Hematopoietic stem cells: concepts, definitions, and the new reality								BLOOD				125	17			2605	2613		10.1182/blood-2014-12-570200			APR 23 2015	2015										168							WOS:000355653600007		
J	Tesio, Melania; Tang, Yilang; Muedder, Katja; Saini, Massimo; von Paleske, Lisa; Macintyre, Elizabeth; Pasparakis, Manolis; Waisman, Ari; Trumpp, Andreas								Hematopoietic stem cell quiescence and function are controlled by the CYLD-TRAF2-p38MAPK pathway								JOURNAL OF EXPERIMENTAL MEDICINE				212	4			525	538		10.1084/jem.20141438			APR 4 2015	2015										20							WOS:000352281000008		
J	Luo, Min; Jeong, Mira; Sun, Deqiang; Park, Hyun Jung; Rodriguez, Benjamin A. T.; Xia, Zheng; Yang, Liubin; Zhang, Xiaotian; Sheng, Kuanwei; Darlington, Gretchen J.; Li, Wei; Goodell, Margaret A.								Long Non-Coding RNAs Control Hematopoietic Stem Cell Function								CELL STEM CELL				16	4			426	438		10.1016/j.stem.2015.02.002			APR 2 2015	2015										62							WOS:000352228600014		
J	Zhou, Bo O.; Ding, Lei; Morrison, Sean J.								Hematopoietic stem and progenitor cells regulate the regeneration of their niche by secreting Angiopoietin-1								ELIFE				4						e05521	10.7554/eLife.05521			MAR 30 2015	2015										69							WOS:000373785200001		
J	Ebina, Wataru; Rossi, Derrick J.								Transcription factor-mediated reprogramming toward hematopoietic stem cells								EMBO JOURNAL				34	6			694	709		10.15252/embj.201490804			MAR 12 2015	2015										29							WOS:000350877800003		
J	Cullen, Sean M.; Goodell, Margaret A.								Dynamic DNA methylation discovered during HSC differentiation								CELL CYCLE				14	5			693	694		10.1080/15384101.2015.1006558			MAR 1 2015	2015										4							WOS:000350973600003		
J	Jaitin, Diego Adhemar; Keren-Shaul, Hadas; Elefant, Naama; Amit, Ido								Each cell counts: Hematopoiesis and immunity research in the era of single cell genomics								SEMINARS IN IMMUNOLOGY				27	1			67	71		10.1016/j.smim.2015.01.002			FEB 2015	2015										20							WOS:000354142500010		
J	Huber, Wolfgang; Carey, Vincent J.; Gentleman, Robert; Anders, Simon; Carlson, Marc; Carvalho, Benilton S.; Bravo, Hector Corrada; Davis, Sean; Gatto, Laurent; Girke, Thomas; Gottardo, Raphael; Hahne, Florian; Hansen, Kasper D.; Irizarry, Rafael A.; Lawrence, Michael; Love, Michael I.; MacDonald, James; Obenchain, Valerie; Oles, Andrzej K.; Pages, Herve; Reyes, Alejandro; Shannon, Paul; Smyth, Gordon K.; Tenenbaum, Dan; Waldron, Levi; Morgan, Martin								Orchestrating high-throughput genomic analysis with Bioconductor								NATURE METHODS				12	2			115	121		10.1038/NMETH.3252			FEB 2015	2015										867							WOS:000348862500011		
J	Kalaitzidis, Demetrios; Scadden, David T.								Deep diving in the blood stem cell-ome								EMBO JOURNAL				33	20			2281	2282		10.15252/embj.201489778			OCT 16 2014	2014										0							WOS:000343922500003		
