PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Issi, Luca; Farrer, Rhys A.; Pastor, Kelly; Landry, Benjamin; Delorey, Toni; Bell, George W.; Thompson, Dawn A.; Cuomo, Christina A.; Rao, Reeta P.								Zinc Cluster Transcription Factors Alter Virulence in Candida albicans								GENETICS				205	2			559	576		10.1534/genetics.116.195024			FEB 2017	2017										8							WOS:000394144900009		
J	Cirera-Salinas, Daniel; Yu, Jian; Bodak, Maxime; Ngondo, Richard P.; Herbert, Kristina M.; Ciaudo, Constance								Noncanonical function of DGCR8 controls mESC exit from pluripotency								JOURNAL OF CELL BIOLOGY				216	2			355	366		10.1083/jcb.201606073			FEB 2017	2017										9							WOS:000394244800012		
J	Delespaul, Lucile; Lesluyes, Tom; Perot, Gaelle; Brulard, Celine; Lartigue, Lydia; Baud, Jessica; Lagarde, Pauline; Le Guellec, Sophie; Neuville, Agnes; Terrier, Philippe; Vince-Ranchere, Dominique; Schmidt, Susanne; Debant, Anne; Coindre, Jean-Michel; Chibon, Frederic								Recurrent TRIO Fusion in Nontranslocation-Related Sarcomas								CLINICAL CANCER RESEARCH				23	3			857	867		10.1158/1078-0432.CCR-16-0290			FEB 2017	2017										8							WOS:000393884000025		
J	Gomez-Diaz, Elena; Yerbanga, Rakiswende S.; Lefevre, Thierry; Cohuet, Anna; Rowley, M. Jordan; Ouedraogo, Jean Bosco; Corces, Victor G.								Epigenetic regulation of Plasmodium falciparum clonally variant gene expression during development in Anopheles gambiae								SCIENTIFIC REPORTS				7						40655	10.1038/srep40655			JAN 16 2017	2017										11							WOS:000391920800001		
J	Shirai, Cara Lunn; White, Brian S.; Tripathi, Manorama; Tapia, Roberto; Ley, James N.; Ndonwi, Matthew; Kim, Sanghyun; Shao, Jin; Carver, Alexa; Saez, Borja; Fulton, Robert S.; Fronick, Catrina; O'Laughlin, Michelle; Lagisetti, Chandraiah; Webb, Thomas R.; Graubert, Timothy A.; Walter, Matthew J.								Mutant U2AF1-expressing cells are sensitive to pharmacological modulation of the spliceosome								NATURE COMMUNICATIONS				8						14060	10.1038/ncomms14060			JAN 9 2017	2017										27							WOS:000391366600001		
J	Bouge, Anne-Laure; Murauer, Eva; Beyne, Emmanuelle; Miro, Julie; Varilh, Jessica; Taulan, Magali; Koenig, Michel; Claustres, Mireille; Tuffery-Giraud, Sylvie								Targeted RNA-Seq profiling of splicing pattern in the DMD gene: exons are mostly constitutively spliced in human skeletal muscle								SCIENTIFIC REPORTS				7						39094	10.1038/srep39094			JAN 3 2017	2017										5							WOS:000391023800001		
J	Zheng, Dinghai; Tian, Bin								Polyadenylation Site-Based Analysis of Transcript Expression by 3 ' READS								Methods in Molecular Biology				1648				65	77		10.1007/978-1-4939-7204-3_6			2017	2017										1							WOS:000429733900007		
J	Liu, Kan; Du, Qian; Ren, Guodong; Yu, Bin; Zhang, Chi			IEEE					Identification of Differential Alternative Splicing Events with an Adjusted Beta-Distribution Model								International Conference on Electro Information Technology								276	279					2017	2017						IEEE International Conference on Electro Information Technology (EIT)	MAY 14-17, 2017	IEEE	Lincoln, NE	0							WOS:000427099000056		
J	Kulkarni, Pranav; Frommolt, Peter								Challenges in the Setup of Large-scale Next-Generation Sequencing Analysis Workflows								COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL				15				471	477		10.1016/j.csbj.2017.10.001			2017	2017										5							WOS:000425900600037		
J	Gao, Xin; Tyagi, Rahul; Magrini, Vincent; Ly, Amy; Jasmer, Douglas P.; Mitreva, Makedonka								Compartmentalization of functions and predicted miRNA regulation among contiguous regions of the nematode intestine								RNA BIOLOGY				14	10			1335	1352		10.1080/15476286.2016.1166333			2017	2017										1							WOS:000418050000009		
J	Zhong, Yi; Karaletsos, Theofanis; Drewe, Philipp; Sreedharan, Vipin T.; Kuo, David; Singh, Kamini; Wendel, Hans-Guido; Raetsch, Gunnar								RiboDiff: detecting changes of mRNA translation efficiency from ribosome footprints								BIOINFORMATICS				33	1			139	141		10.1093/bioinformatics/btw585			JAN 1 2017	2017										33							WOS:000397091600024		
J	Guo, Cheng; Yu, Zhenhua; Wang, Minghui; Li, Ao								ExomeHMM: A Hidden Markov Model for Detecting Copy Number Variation Using Whole-Exome Sequencing Data								CURRENT BIOINFORMATICS				12	2			147	155		10.2174/1574893611666160727160757			2017	2017										0							WOS:000396012200006		
J	Doktor, Thomas Koed; Hua, Yimin; Andersen, Henriette Skovgaard; Broner, Sabrina; Liu, Ying Hsiu; Wieckowska, Anna; Dembic, Maja; Bruun, Gitte Hoffmann; Krainer, Adrian R.; Andresen, Brage Storstein								RNA-sequencing of a mouse-model of spinal muscular atrophy reveals tissue-wide changes in splicing of U12-dependent introns								NUCLEIC ACIDS RESEARCH				45	1			395	416		10.1093/nar/gkw731			JAN 2017	2017										34							WOS:000396575100036		
J	Yang, Ei-Wen; Jiang, Tao								SDEAP: a splice graph based differential transcript expression analysis tool for population data								BIOINFORMATICS				32	23			3593	3602		10.1093/bioinformatics/btw513			DEC 1 2016	2016										2							WOS:000392749500008		
J	Dowell, Robin; Odell, Aaron; Richmond, Phillip; Malmer, Daniel; Halper-Stromberg, Eitan; Bennett, Beth; Larson, Colin; Leach, Sonia; Radcliffe, Richard A.								Genome characterization of the selected long- and short-sleep mouse lines								MAMMALIAN GENOME				27	11-12			574	586		10.1007/s00335-016-9663-6			DEC 2016	2016										3							WOS:000388682800005		
J	Tan, Qiumin; Yalamanchili, Hari Krishna; Park, Jeehye; De Maio, Antonia; Lu, Hsiang-Chih; Wan, Ying-Wooi; White, Joshua J.; Bondar, Vitaliy V.; Sayegh, Layal S.; Liu, Xiuyun; Gao, Yan; Sillitoe, Roy V.; Orr, Harry T.; Liu, Zhandong; Zoghbi, Huda Y.								Extensive cryptic splicing upon loss of RBM17 and TDP43 in neurodegeneration models								HUMAN MOLECULAR GENETICS				25	23			5083	5093		10.1093/hmg/ddw337			DEC 1 2016	2016										27							WOS:000397063300003		
J	Xiao, Mei-Sheng; Zhang, Bin; Li, Yi-Sheng; Gao, Qingsong; Sun, Wei; Chen, Wei								Global analysis of regulatory divergence in the evolution of mouse alternative polyadenylation								MOLECULAR SYSTEMS BIOLOGY				12	12					890	10.15252/msb.20167375			DEC 2016	2016										5							WOS:000400097600001		
J	Badr, Eman; ElHefnawi, Mahmoud; Heath, Lenwood S.								Computational Identification of Tissue-Specific Splicing Regulatory Elements in Human Genes from RNA-Seq Data								PLOS ONE				11	11					e0166978	10.1371/journal.pone.0166978			NOV 18 2016	2016										9							WOS:000388350300139		
J	Attig, Jan; Mozos, Igor Ruiz de los; Haberman, Nejc; Wang, Zhen; Emmett, Warren; Zarnack, Kathi; Konig, Julian; Ule, Jernej								Splicing repression allows the gradual emergence of new Alu-exons in primate evolution								ELIFE				5						e19545	10.7554/eLife.19545			NOV 18 2016	2016										21							WOS:000388685800001		
J	Glastad, Karl M.; Gokhale, Kaustubh; Liebig, Jurgen; Goodisman, Michael A. D.								The caste- and sex-specific DNA methylome of the termite Zootermopsis nevadensis								SCIENTIFIC REPORTS				6						37110	10.1038/srep37110			NOV 16 2016	2016										39							WOS:000388270200001		
J	Hu, Jing; Khodadadi-Jamayran, Alireza; Mao, Miaowei; Shah, Kushani; Yang, Zhenhua; Nasim, Md Talat; Wang, Zefeng; Jiang, Hao								AKAP95 regulates splicing through scaffolding RNAs and RNA processing factors								NATURE COMMUNICATIONS				7						13347	10.1038/ncomms13347			NOV 8 2016	2016										2							WOS:000387259100001		
J	Olsen, Hanne Gro; Knutsen, Tim Martin; Lewandowska-Sabat, Anna M.; Grove, Harald; Nome, Torfinn; Svendsen, Morten; Arnyasi, Mariann; Sodeland, Marte; Sundsaasen, Kristil K.; Dahl, Sandra Rinne; Heringstad, Bjorg; Hansen, Hanne H.; Olsaker, Ingrid; Kent, Matthew Peter; Lien, Sigbjorn								Fine mapping of a QTL on bovine chromosome 6 using imputed full sequence data suggests a key role for the group-specific component (GC) gene in clinical mastitis and milk production								GENETICS SELECTION EVOLUTION				48						79	10.1186/s12711-016-0257-2			OCT 19 2016	2016										12							WOS:000385611500001		
J	Centeno, Tonatiuh Pena; Shomroni, Orr; Hennion, Magali; Halder, Rashi; Vidal, Ramon; Rahman, Raza-Ur; Bonn, Stefan								Genome-wide chromatin and gene expression profiling during memory formation and maintenance in adult mice								SCIENTIFIC DATA				3						UNSP 160090	10.1038/sdata.2016.90			OCT 11 2016	2016										1							WOS:000390234100004		
J	Lin, Yi-Sian; Wang, Han-Ying; Huang, De-Fong; Hsieh, Pei-Fen; Lin, Meng-Ying; Chou, Chih-Hsuan; Wu, I-Ju; Huang, Guo-Jen; Gau, Susan Shur-Fen; Huang, Hsien-Sung								Neuronal Splicing Regulator RBFOX3 (NeuN) Regulates Adult Hippocampal Neurogenesis and Synaptogenesis								PLOS ONE				11	10					e0164164	10.1371/journal.pone.0164164			OCT 4 2016	2016										8							WOS:000385696900048		
J	Lloyd, Melanie M.; Makukhov, April D.; Pespeni, Melissa H.								Loss of genetic diversity as a consequence of selection in response to high pCO(2)								EVOLUTIONARY APPLICATIONS				9	9			1124	1132		10.1111/eva.12404			OCT 2016	2016										6							WOS:000387763200008		
J	Kumar, Deepak; Kashyap, Manoj K.; La Clair, James J.; Villa, Reymundo; Spaanderman, Ide; Chien, Stephen; Rassenti, Laura Z.; Kipps, Thomas J.; Burkart, Michael D.; Castro, Januario E.								Selectivity in Small Molecule Splicing Modulation								ACS CHEMICAL BIOLOGY				11	10			2716	2723		10.1021/acschembio.6b00399			OCT 2016	2016										6							WOS:000386187700007		
J	Poplawski, Shane G.; Peixoto, Lucia; Porcari, Giulia S.; Wimmer, Mathieu E.; McNally, Anna G.; Mizuno, Keiko; Giese, K. Peter; Chatterjee, Snehajyoti; Koberstein, John N.; Risso, Davide; Speed, Terence P.; Abel, Ted								Contextual fear conditioning induces differential alternative splicing								NEUROBIOLOGY OF LEARNING AND MEMORY				134				221	235		10.1016/j.nlm.2016.07.018			OCT 2016	2016										6							WOS:000384631500004		
J	Hartley, Stephen W.; Mullikin, James C.; Klein, David C.; Park, Morgan; Coon, Steven L.		NISC Comparative Sequencing Progr						Alternative Isoform Analysis of Ttc8 Expression in the Rat Pineal Gland Using a Multi-Platform Sequencing Approach Reveals Neural Regulation								PLOS ONE				11	9					e0163590	10.1371/journal.pone.0163590			SEP 29 2016	2016										2							WOS:000384328500076		
J	Schuierer, Sven; Roma, Guglielmo								The exon quantification pipeline (EQP): a comprehensive approach to the quantification of gene, exon and junction expression from RNA-seq data								NUCLEIC ACIDS RESEARCH				44	16					e132	10.1093/nar/gkw538			SEP 19 2016	2016										14							WOS:000384687000002		
J	Hartley, Stephen W.; Mullikin, James C.								Detection and visualization of differential splicing in RNA-Seq data with JunctionSeq								NUCLEIC ACIDS RESEARCH				44	15					e127	10.1093/nar/gkw501			SEP 6 2016	2016										45							WOS:000383001100002		
J	Jaksic, Ana Marija; Schlotterer, Christian								The Interplay of Temperature and Genotype on Patterns of Alternative Splicing in Drosophila melanogaster								GENETICS				204	1			315	+		10.1534/genetics.116.192310			SEP 2016	2016										10							WOS:000383998500027		
J	Fang, Xiefan; Poulsen, Ryan R.; Wang-Hu, John; Shi, Olivia; Calvo, Nicholas S.; Simmons, Chelsey S.; Rivkees, Scott A.; Wendler, Christopher C.								Knockdown of DNA methyltransferase 3a alters gene expression and inhibits function of embryonic cardiomyocytes								FASEB JOURNAL				30	9			3238	3255		10.1096/fj.201600346R			SEP 2016	2016										9							WOS:000382816300023		
J	Hardwick, Simon A.; Chen, Wendy Y.; Wong, Ted; Deveson, Ira W.; Blackburn, James; Andersen, Stacey B.; Nielsen, Lars K.; Mattick, John S.; Mercer, Tim R.								Spliced synthetic genes as internal controls in RNA sequencing experiments								NATURE METHODS				13	9			792	798		10.1038/NMETH.3958			SEP 2016	2016										38							WOS:000382896200024		
J	Hollerer, Ina; Curk, Tomaz; Haase, Bettina; Benes, Vladimir; Hauer, Christian; Neu-Yilik, Gabriele; Bhuvanagiri, Madhuri; Hentze, Matthias W.; Kulozik, Andreas E.								The differential expression of alternatively polyadenylated transcripts is a common stress-induced response mechanism that modulates mammalian mRNA expression in a quantitative and qualitative fashion								RNA				22	9			1441	1453		10.1261/rna.055657.115			SEP 2016	2016										9							WOS:000381957100014		
J	Pertea, Mihaela; Kim, Daehwan; Pertea, Geo M.; Leek, Jeffrey T.; Salzberg, Steven L.								Transcript-level expression analysis of RNA-seq experiments with HISAT, StringTie and Ballgown								NATURE PROTOCOLS				11	9			1650	1667		10.1038/nprot.2016.095			SEP 2016	2016										582							WOS:000382164800007		
J	Sun, Xiaoxiao; Dalpiaz, David; Wu, Di; Liu, Jun S.; Zhong, Wenxuan; Ma, Ping								Statistical inference for time course RNA-Seq data using a negative binomial mixed-effect model								BMC BIOINFORMATICS				17						324	10.1186/s12859-016-1180-9			AUG 26 2016	2016										8							WOS:000382832100002		
J	Liu, Min; Li, Yajuan; Liu, Aiguo; Li, Ruifeng; Su, Ying; Du, Juan; Li, Cheng; Zhu, Alan Jian								The exon junction complex regulates the splicing of cell polarity gene dig1 to control Wingless signaling in development								ELIFE				5						e17200	10.7554/eLife.17200			AUG 18 2016	2016										5							WOS:000383890500001		
J	Nagle, Michael W.; Latourelle, Jeanne C.; Labadorf, Adam; Dumitriu, Alexandra; Hadzi, Tiffany C.; Beach, Thomas G.; Myers, Richard H.								The 4p16.3 Parkinson Disease Risk Locus Is Associated with GAK Expression and Genes Involved with the Synaptic Vesicle Membrane								PLOS ONE				11	8					e0160925	10.1371/journal.pone.0160925			AUG 10 2016	2016										7							WOS:000381380400066		
J	Kotelnikova, Ekaterina A.; Pyatnitskiy, Mikhail; Paleeva, Anna; Kremenetskaya, Olga; Vinogradov, Dmitriy								Practical aspects of NGS-based pathways analysis for personalized cancer science and medicine								ONCOTARGET				7	32			52493	52516		10.18632/oncotarget.9370			AUG 9 2016	2016										5							WOS:000385429100136		
J	Buetti-Dinh, Antoine; Dethlefsen, Olga; Friedman, Ran; Dopson, Mark								Transcriptomic analysis reveals how a lack of potassium ions increases Sulfolobus acidocaldarius sensitivity to pH changes								MICROBIOLOGY-SGM				162	8			1422	1434		10.1099/mic.0.000314			AUG 2016	2016										6							WOS:000385271900015		
J	Greenwood, Jenny M.; Ezquerra, Alberto Lopez; Behrens, Sarah; Branca, Antoine; Mallet, Ludovic								Current analysis of host-parasite interactions with a focus on next generation sequencing data								ZOOLOGY				119	4			298	306		10.1016/j.zool.2016.06.010			AUG 2016	2016										8							WOS:000384958500008		
J	Readhead, B.; Haure-Mirande, J-V; Zhang, B.; Haroutunian, V.; Gandy, S.; Schadt, E. E.; Dudley, J. T.; Ehrlich, M. E.								Molecular systems evaluation of oligomerogenic APP(E693Q) and fibrillogenic APP(KM670/671NL)/PSEN1(Delta exon9) mouse models identifies shared features with human Alzheimer's brain molecular pathology								MOLECULAR PSYCHIATRY				21	8			1099	1111		10.1038/mp.2015.167			AUG 2016	2016										7							WOS:000380739500014		
J	Puppo, Margherita; Bucci, Gabriele; Rossi, Martina; Giovarelli, Matteo; Bordo, Domenico; Moshiri, Arfa; Gorlero, Franco; Gherzi, Roberto; Briata, Paola								miRNA-Mediated KHSRP Silencing Rewires Distinct Post-transcriptional Programs during TGF-beta-Induced Epithelial-to-Mesenchymal Transition								CELL REPORTS				16	4			967	978		10.1016/j.celrep.2016.06.055			JUL 26 2016	2016										17							WOS:000380265500007		
J	Memon, Danish; Dawson, Keren; Smowton, Christopher S. F.; Xing, Wei; Dive, Caroline; Miller, Crispin J.								Hypoxia-driven splicing into noncoding isoforms regulates the DNA damage response								NPJ GENOMIC MEDICINE				1						16020	10.1038/npjgenmed.2016.20			JUL 20 2016	2016										7							WOS:000413236500002		
J	Fritsch, Katharina; Mernberger, Marco; Nist, Andrea; Stiewe, Thorsten; Brehm, Alexander; Jacob, Ralf								Galectin-3 interacts with components of the nuclear ribonucleoprotein complex								BMC CANCER				16						502	10.1186/s12885-016-2546-0			JUL 19 2016	2016										12							WOS:000380193700001		
J	Christinat, Yann; Pawlowski, Rafal; Krek, Wilhelm								jSplice: a high-performance method for accurate prediction of alternative splicing events and its application to large-scale renal cancer transcriptome data								BIOINFORMATICS				32	14			2111	2119		10.1093/bioinformatics/btw145			JUL 15 2016	2016										5							WOS:000381263700005		
J	Fear, Justin M.; Leon-Novelo, Luis G.; Morse, Alison M.; Gerken, Alison R.; Van Lehmann, Kjong; Tower, John; Nuzhdin, Sergey V.; McIntyre, Lauren M.								Buffering of Genetic Regulatory Networks in Drosophila melanogaster								GENETICS				203	3			1177	+		10.1534/genetics.116.188797			JUL 2016	2016										11							WOS:000379473600014		
J	Sysoev, Vasiliy O.; Fischer, Bernd; Frese, Christian K.; Gupta, Ishaan; Krijgsveld, Jeroen; Hentze, Matthias W.; Castello, Alfredo; Ephrussi, Anne								Global changes of the RNA-bound proteome during the maternal-to-zygotic transition in Drosophila								NATURE COMMUNICATIONS				7						12128	10.1038/ncomms12128			JUL 2016	2016										38							WOS:000380047800001		
J	Wu, Xiaohui; Zhang, Yumin; Li, Qingshun Q.								PlantAPA: A Portal for Visualization and Analysis of Alternative Polyadenylation in Plants								FRONTIERS IN PLANT SCIENCE				7						889	10.3389/fpls.2016.00889			JUN 21 2016	2016										8							WOS:000378214300001		
J	Sood, Sanjana; Szkop, Krzysztof J.; Nakhuda, Asif; Gallagher, Iain J.; Murie, Carl; Brogan, Robert J.; Kaprio, Jaakko; Kainulainen, Heikki; Atherton, Philip J.; Kujala, Urho M.; Gustafsson, Thomas; Larsson, Ola; Timmons, James A.								iGEMS: an integrated model for identification of alternative exon usage events								NUCLEIC ACIDS RESEARCH				44	11					e109	10.1093/nar/gkw263			JUN 20 2016	2016										10							WOS:000379753100009		
J	Zhang, Jie; Wei, Zhi								An empirical Bayes change-point model for identifying 3 ' and 5 ' alternative splicing by next-generation RNA sequencing								BIOINFORMATICS				32	12			1823	1831		10.1093/bioinformatics/btw060			JUN 15 2016	2016										6							WOS:000379734300052		
J	Kahles, Andre; Ong, Cheng Soon; Zhong, Yi; Ratsch, Gunnar								SplAdder: identification, quantification and testing of alternative splicing events from RNA-Seq data								BIOINFORMATICS				32	12			1840	1847		10.1093/bioinformatics/btw076			JUN 15 2016	2016										27							WOS:000379734300054		
J	Berto, Stefano; Usui, Noriyoshi; Konopka, Genevieve; Fogel, Brent L.								ELAVL2-regulated transcriptional and splicing networks in human neurons link neurodevelopment and autism								HUMAN MOLECULAR GENETICS				25	12			2451	2464		10.1093/hmg/ddw110			JUN 15 2016	2016										13							WOS:000393062900007		
J	Irvine, Katharine M.; Xuan Banh; Gadd, Victoria L.; Wojcik, Kyle K.; Ariffin, Juliana K.; Jose, Sara; Lukowski, Samuel; Baillie, Gregory J.; Sweet, Matthew J.; Powell, Elizabeth E.								CRIg-expressing peritoneal macrophages are associated with disease severity in patients with cirrhosis and ascites								JCI INSIGHT				1	8					e86914	10.1172/jci.insight.86914			JUN 2 2016	2016										9							WOS:000387112100011		
J	Ruddy, Sean; Johnson, Marla; Purdom, Elizabeth								SHRINKAGE OF DISPERSION PARAMETERS IN THE BINOMIAL FAMILY, WITH APPLICATION TO DIFFERENTIAL EXON SKIPPING								ANNALS OF APPLIED STATISTICS				10	2			690	725		10.1214/15-AOAS871			JUN 2016	2016										0							WOS:000385029700007		
J	Lin, Jennie; Hu, Yu; Nunez, Sara; Foulkes, Andrea S.; Cieply, Benjamin; Xue, Chenyi; Gerelus, Mark; Li, Wenjun; Zhang, Hanrui; Rader, Daniel J.; Musunuru, Kiran; Li, Mingyao; Reilly, Muredach P.								Transcriptome-Wide Analysis Reveals Modulation of Human Macrophage Inflammatory Phenotype Through Alternative Splicing								ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY				36	7			1434	+		10.1161/ATVBAHA.116.307573			JUN 2016	2016										14							WOS:000378497000018		
J	Metodieva, Gergana; Adoki, Samson; Lausen, Berthold; Metodiev, Metodi V.								Decreased Usage of Specific Scrib Exons Defines a More Malignant Phenotype of Breast Cancer With Worsened Survival								EBIOMEDICINE				8				150	158		10.1016/j.ebiom.2016.05.009			JUN 2016	2016										2							WOS:000378622200027		
J	Zhang, Xu; Zhang, Wei								Transcript Isoform Variation Associated with Cytosine Modification in Human Lymphoblastoid Cell Lines								GENETICS				203	2			985	+		10.1534/genetics.115.185504			JUN 2016	2016										2							WOS:000377462800030		
J	Scott, Laura J.; Erdos, Michael R.; Huyghe, Jeroen R.; Welch, Ryan P.; Beck, Andrew T.; Wolford, Brooke N.; Chines, Peter S.; Didion, John P.; Narisu, Narisu; Stringham, Heather M.; Taylor, D. Leland; Jackson, Anne U.; Vadlamudi, Swarooparani; Bonnycastle, Lori L.; Kinnunen, Leena; Saramies, Jouko; Sundvall, Jouko; Albanus, Ricardo D'Oliveira; Kiseleva, Anna; Hensley, John; Crawford, Gregory E.; Jiang, Hui; Wen, Xiaoquan; Watanabe, Richard M.; Lakka, Timo A.; Mohlke, Karen L.; Laakso, Markku; Tuomilehto, Jaakko; Koistinen, Heikki A.; Boehnke, Michael; Collins, Francis S.; Parker, Stephen C. J.								The genetic regulatory signature of type 2 diabetes in human skeletal muscle								NATURE COMMUNICATIONS				7						11764	10.1038/ncomms11764			JUN 2016	2016										42							WOS:000379107900001		
J	Ding, Xiaolei; Ye, Jianren; Lin, Sixi; Wu, Xiaoqin; Li, Dewei; Nian, Bo								Deciphering the Molecular Variations of Pine Wood Nematode Bursaphelenchus xylophilus with Different Virulence								PLOS ONE				11	5					e0156040	10.1371/journal.pone.0156040			MAY 25 2016	2016										6							WOS:000376881700052		
J	Icay, Katherine; Chen, Ping; Cervera, Alejandra; Rantanen, Ville; Lehtonen, Rainer; Hautaniemi, Sampsa								SePIA: RNA and small RNA sequence processing, integration, and analysis								BIODATA MINING				9						20	10.1186/s13040-016-0099-z			MAY 20 2016	2016										11							WOS:000376843700001		
J	Wang, Qingqing; Taliaferro, J. Matthew; Klibaite, Ugne; Hilgers, Valerie; Shaevitz, Joshua W.; Rio, Donald C.								The PSI-U1 snRNP interaction regulates male mating behavior in Drosophila								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				113	19			5269	5274		10.1073/pnas.1600936113			MAY 10 2016	2016										14							WOS:000375478800053		
J	Matkovich, Scot J.								Transcriptome analysis in heart failure								CURRENT OPINION IN CARDIOLOGY				31	3			242	248		10.1097/HCO.0000000000000275			MAY 2016	2016										1							WOS:000374766400002		
J	Denton, Richard M.; Pullen, Timothy J.; Armstrong, Craig T.; Heesom, Kate J.; Rutter, Guy A.								Calcium-insensitive splice variants of mammalian E1 subunit of 2-oxoglutarate dehydrogenase complex with tissue-specific patterns of expression								BIOCHEMICAL JOURNAL				473				1165	1178		10.1042/BCJ20160135			MAY 1 2016	2016										14							WOS:000377208400006		
J	Leshkowitz, Dena; Feldmesser, Ester; Friedlander, Gilgi; Jona, Ghil; Ainbinder, Elena; Parmet, Yisrael; Horn-Saban, Shirley								Using Synthetic Mouse Spike-In Transcripts to Evaluate RNA-Seq Analysis Tools								PLOS ONE				11	4					e0153782	10.1371/journal.pone.0153782			APR 21 2016	2016										6							WOS:000374898500067		
J	Cai, Yuqi; Bolte, Craig; Le, Tien; Goda, Chinmayee; Xu, Yan; Kalin, Tanya V.; Kalinichenko, Vladimir V.								FOXF1 maintains endothelial barrier function and prevents edema after lung injury								SCIENCE SIGNALING				9	424					ra40	10.1126/scisignal.aad1899			APR 19 2016	2016										24							WOS:000374501100003		
J	Ding, Xiao-Lei; Yang, Xiaojing; Liang, Gangning; Wang, Kai								Isoform switching and exon skipping induced by the DNA methylation inhibitor 5-Aza-2 '-deoxycytidine								SCIENTIFIC REPORTS				6						24545	10.1038/srep24545			APR 19 2016	2016										6							WOS:000374379400001		
J	Lopez de Heredia, Unai; Luis Vazquez-Poletti, Jose								RNA-seq analysis in forest tree species: bioinformatic problems and solutions								TREE GENETICS & GENOMES				12	2					30	10.1007/s11295-016-0995-x			APR 2016	2016										9							WOS:000388376600005		
J	Rogalska, Malgorzata Ewa; Tajnik, Mojca; Licastro, Danilo; Bussani, Erica; Camparini, Luca; Mattioli, Chiara; Pagani, Franco								Therapeutic activity of modified U1 core spliceosomal particles								NATURE COMMUNICATIONS				7						11168	10.1038/ncomms11168			APR 2016	2016										30							WOS:000373532400001		
J	Freyermuth, Fernande; Rau, Frederique; Kokunai, Yosuke; Linke, Thomas; Sellier, Chantal; Nakamori, Masayuki; Kino, Yoshihiro; Arandel, Ludovic; Jollet, Arnaud; Thibault, Christelle; Philipps, Muriel; Vicaire, Serge; Jost, Bernard; Udd, Bjarne; Day, John W.; Duboc, Denis; Wahbi, Karim; Matsumura, Tsuyoshi; Fujimura, Harutoshi; Mochizuki, Hideki; Deryckere, Francois; Kimura, Takashi; Nukina, Nobuyuki; Ishiura, Shoichi; Lacroix, Vincent; Campan-Fournier, Amandine; Navratil, Vincent; Chautard, Emilie; Auboeuf, Didier; Horie, Minoru; Imoto, Keiji; Lee, Kuang-Yung; Swanson, Maurice S.; Lopez de Munain, Adolfo; Inada, Shin; Itoh, Hideki; Nakazawa, Kazuo; Ashihara, Takashi; Wang, Eric; Zimmer, Thomas; Furling, Denis; Takahashi, Masanori P.; Charlet-Berguerand, Nicolas								Splicing misregulation of SCN5A contributes to cardiac-conduction delay and heart arrhythmia in myotonic dystrophy								NATURE COMMUNICATIONS				7						11067	10.1038/ncomms11067			APR 2016	2016										49							WOS:000373819100001		
J	Srinivasan, Karpagam; Friedman, Brad A.; Larson, Jessica L.; Lauffer, Benjamin E.; Goldstein, Leonard D.; Appling, Laurie L.; Borneo, Jovencio; Poon, Chungkee; Ho, Terence; Cai, Fang; Steiner, Pascal; van der Brug, Marcel P.; Modrusan, Zora; Kaminker, Joshua S.; Hansen, David V.								Untangling the brain's neuroinflammatory and neurodegenerative transcriptional responses								NATURE COMMUNICATIONS				7						11295	10.1038/ncomms11295			APR 2016	2016										92							WOS:000374573900001		
J	Xiao, Zhengtao; Zou, Qin; Liu, Yu; Yang, Xuerui								Genome-wide assessment of differential translations with ribosome profiling data								NATURE COMMUNICATIONS				7						11194	10.1038/ncomms11194			APR 2016	2016										57							WOS:000373532700001		
J	Bueno, Raphael; Stawiski, Eric W.; Goldstein, Leonard D.; Durinck, Steffen; De Rienzo, Assunta; Modrusan, Zora; Gnad, Florian; Nguyen, Thong T.; Jaiswal, Bijay S.; Chirieac, Lucian R.; Sciaranghella, Daniele; Dao, Nhien; Gustafson, Corinne E.; Munir, Kiara J.; Hackney, Jason A.; Chaudhuri, Amitabha; Gupta, Ravi; Guillory, Joseph; Toy, Karen; Ha, Connie; Chen, Ying-Jiun; Stinson, Jeremy; Chaudhuri, Subhra; Zhang, Na; Wu, Thomas D.; Sugarbaker, David J.; de Sauvage, Frederic J.; Richards, William G.; Seshagiri, Somasekar								Comprehensive genomic analysis of malignant pleural mesothelioma identifies recurrent mutations, gene fusions and splicing alterations								NATURE GENETICS				48	4			407	+		10.1038/ng.3520			APR 2016	2016										234							WOS:000372908800012		
J	Soneson, Charlotte; Robinson, Mark D.								iCOBRA: open, reproducible, standardized and live method benchmarking								NATURE METHODS				13	4			283	283		10.1038/nmeth.3805			APR 2016	2016										14							WOS:000374084800004		
